"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SLC7A14",87.5917877336094,-1.30584909717426,0.323878696944493,-4.03190796274588,5.53258550340314e-05,0.000834664859689621
"CFC1B",844.571077673163,-1.58252301029021,0.393595783166367,-4.02068080495999,5.80301905354082e-05,0.000865739066800005
"TPH1",4.70542276615486,-1.24027563530192,0.30874547910175,-4.01714589930296,5.89072558273213e-05,0.000877103427418455
"CDH10",24.9639690517898,-1.29556551147523,0.32257595872382,-4.01631143436966,5.911612341407e-05,0.000879448637027906
"BPIL1",3.24945503886297,-3.34468413609827,0.835035966666446,-4.00543721422038,6.19028752490365e-05,0.000909839427372749
"DPY19L2P1",4.46122139100153,-1.34563777044783,0.337869220345149,-3.98271783701752,6.81316274654553e-05,0.00098531913605658
"ZNF80",8.22362433906952,-1.02098867061962,0.25657232458909,-3.97934060992265,6.91066732315614e-05,0.000996985979642951
"KISS1R",5.21818116016674,-1.07919887218851,0.272025194211663,-3.96727544048284,7.26989565591594e-05,0.00104014219485304
"SPINK2",3.87193756051843,-1.14878740015019,0.289775902436182,-3.96439935305934,7.35809829610073e-05,0.00104639672838359
"KIAA0125",63.0570580973426,-1.30733212356041,0.331582359629288,-3.94270710004604,8.05670265883509e-05,0.00112800424879177
"ELANE",5.07404256321021,-1.17333589235451,0.298984801103976,-3.9243997956487,8.694623993854e-05,0.00119801163483453
"DDX25",16.3055707538118,-1.29276633667422,0.330245586981041,-3.91456051992129,9.05690196598724e-05,0.00123368584558111
"PRKCG",72.1487864990422,-1.26731583017299,0.324229539761978,-3.90869946983656,9.27943126099533e-05,0.00125904676293204
"FIGF",14.9379286624644,-1.01339574103329,0.259364950335495,-3.90721930516224,9.33644062163102e-05,0.00126577888174337
"RGS20",11.316140604851,1.07793520363183,0.276498822827805,3.89851642986246,9.67838349850828e-05,0.00130285346418992
"TAGLN3",71.2214177748313,-1.16156621767539,0.298004927733602,-3.8978087594369,9.70670218274229e-05,0.00130468515413607
"TPRXL",20.0949639421188,1.10235248134167,0.282814337501669,3.8977956035739,9.70722937785058e-05,0.00130468515413607
"PLD5",5.12446056111939,-1.1609726416439,0.297982200357301,-3.89611406403408,9.77483675198062e-05,0.00131104168019569
"PLIN1",169.552867964405,-1.41263485262639,0.362787068226784,-3.89384015127941,9.86696815566441e-05,0.00132097025589868
"CPS1",229.064837323309,-1.08703461563968,0.279184419453615,-3.89360773701875,9.87643085017273e-05,0.00132110512019054
"ATRNL1",79.0722642299361,-1.09964363470277,0.282755789396781,-3.88902252735019,0.000100648776251155,0.00133986158065855
"UNC5D",7.62518978777932,-1.31536510935722,0.338215256024147,-3.88913594501873,0.000100601756278216,0.00133986158065855
"LOC440905",36.7104721423537,-1.0909300015044,0.280577327750402,-3.88816163533668,0.00010100635630059,0.00134137461520159
"ANGPTL3",4.08481676223718,-1.12461262790429,0.29037082629767,-3.8730221015778,0.000107494075365706,0.0014147740603282
"VGLL1",151.798410054445,1.05699094332814,0.277633884887681,3.8071395491071,0.000140583425313754,0.00175580597494341
"ANGPTL5",2.60798323279327,-1.18916971621538,0.312672744816226,-3.8032407235057,0.000142815456143439,0.00177512945532031
"CLEC17A",19.3211444928554,-1.32010310720561,0.34783133060475,-3.79523921813034,0.000147501165348323,0.00181964153765082
"TCL6",15.8240997339798,-1.20402560171412,0.317572758107353,-3.79133779890246,0.000149837992181502,0.00184012522487308
"SCRT1",12.1948191741104,-1.14993172361981,0.304821809541694,-3.77247194139014,0.000161638148515014,0.00195555811795552
"FABP4",401.361516827653,-1.22559688296281,0.325194430751331,-3.76881264581064,0.00016402594343417,0.00197230681936176
"FCRL2",34.2849097051022,-1.25316823942056,0.333613283031964,-3.75634995115136,0.000172409563519341,0.00205154201260714
"GUCY2C",82.4973095435653,-1.34090547634806,0.357252213298127,-3.75338605734284,0.000174461852479097,0.0020673427681658
"C4orf7",315.778143082729,-1.47241642565608,0.392430356740229,-3.75204517277124,0.000175397849661211,0.00207412802468848
"C10orf99",2.93321008860785,2.15384640548376,0.574355792270135,3.75002121415143,0.000176819610960251,0.00208231237859173
"SAA1",696.631293516883,-1.01763857684152,0.271969760920322,-3.741734277362,0.000182754697240445,0.00213003412442453
"RXRG",53.459459886585,-1.23276376749767,0.329633654459646,-3.73979947380823,0.000184167115542333,0.00213362213763963
"TLR10",57.1090747569651,-1.0063419637676,0.26907134941824,-3.74005618191388,0.000183979128404084,0.00213362213763963
"NRXN1",125.805344945935,-1.00362104649585,0.268613283644822,-3.73630459699417,0.000186744440821447,0.00215764174101594
"C6orf15",83.5394281146099,1.58858213896922,0.425308985730644,3.73512479695245,0.000187622121447715,0.00216486090670433
"UGT2B7",172.585929563722,1.06550656212109,0.286059405849012,3.72477373697505,0.000195490482058576,0.00223307773468245
"FAM92B",4.14059750653392,-1.12117675593054,0.301030635499739,-3.72446064856249,0.00019573323955343,0.00223436017391558
"NR0B1",32.8873139493847,-1.24111870691098,0.333696510090275,-3.71930382662744,0.000199772634671865,0.00226987844955961
"TMEM213",10.7817561443408,1.21419915453072,0.330898666138886,3.66939875793,0.000243121597500287,0.0026498861323981
"XKR7",6.12452103631344,-1.41564048600338,0.386486861639843,-3.66284245730086,0.000249431956496719,0.00268786871686175
"C14orf180",9.56384595664206,-1.42524897478321,0.389238636972975,-3.66163283754938,0.0002506128583691,0.00269043509332545
"UPK3B",145.778028025931,1.18704420403042,0.325755541206668,3.64397240836904,0.000268462212369347,0.00284108681236114
"KCNA1",6.26583421557188,-1.02531371950652,0.281460744676799,-3.64283026638008,0.000269656659442478,0.00284844600841058
"KCNK16",339.768689529083,-1.37366326544386,0.377414395500679,-3.63966844354612,0.000272989314522462,0.00288009613836607
"BEND4",11.8778701361248,-1.09971994514644,0.302391574924183,-3.63674135240759,0.000276108930778129,0.0029094235210547
"LRRC7",6.43918773881908,-1.10000270617031,0.302871481955175,-3.63191245035449,0.000281328573202304,0.00294990150578264
"F2",5.93823806267772,-1.58106533861583,0.435607953719251,-3.62956030787909,0.000283904398564563,0.00297326912331561
"HAS1",94.1466814102715,-1.17295644308324,0.323525345852234,-3.62554729674557,0.000288350113322814,0.00301798226798688
"LINC00643",161.082870982302,-1.29207911941163,0.356525339988204,-3.62408775615886,0.000289983140854389,0.00303136832774707
"WIF1",8.0926124858618,1.49272478298618,0.412099327315783,3.62224513373772,0.00029205715905196,0.00304932605758946
"CARTPT",33.7462149480551,-1.40521308168018,0.388031579885486,-3.62138845012274,0.00029302614928534,0.00305571665908214
"VWA5B1",29.6329611670505,-1.18876333385674,0.331175626053885,-3.5895254370662,0.000331280505078412,0.0033525508797031
"SERPINA6",509.51397950078,-1.10108612559826,0.308180749011088,-3.57285823054005,0.000353105948631932,0.00351934409687111
"HCN1",7.78355296528579,-1.02306993195874,0.286485738354599,-3.57110248431434,0.000355481756574937,0.00353567658007239
"OTC",30.6569535458455,-1.42726655846887,0.399990344812572,-3.5682525265395,0.000359370061583788,0.00355898991584685
"LY6D",879.718541831945,1.49874106574436,0.421071338616095,3.55935189193871,0.000371771122576681,0.0036459547147082
"CSF3",12.3174261466768,-1.32781227806583,0.374968557749397,-3.5411296510713,0.000398417749506864,0.00383911487045922
"GPR148",2.97891511316722,-1.48820465257603,0.421119732755539,-3.53392286521026,0.000409440549924613,0.00392984895535827
"XPNPEP2",38.3141963779131,-1.06556944001923,0.301617087281555,-3.53285501701213,0.000411097852558284,0.00394133736246109
"ZBED2",122.69570880504,1.00631559323013,0.285872352022951,3.52015711246303,0.000431291240614671,0.00408462384571074
"SLITRK1",10.0442595234101,-1.20158006610008,0.341886553159189,-3.51455784088881,0.000440486733731738,0.00415109193215042
"IGFL1",47.5409406801256,1.62456621327438,0.464005942986292,3.5011754436136,0.000463210794310676,0.00431062958205527
"GC",1830.45592720106,-1.13577631572943,0.324619833180861,-3.49878904378782,0.00046737620395139,0.00433525608898139
"SLC7A10",5.34773297465219,-1.73295579464366,0.495355900402232,-3.49840547621719,0.000468048963781472,0.00433914586184631
"ITIH1",10.3993337848196,-1.00561344474741,0.287559117458878,-3.49706680711044,0.000470404012991691,0.0043549286282399
"KRT6C",147.18280357297,1.20833989922585,0.346394362620619,3.48833592465029,0.000486037020245907,0.00446960896759972
"PAX7",6.93045200323512,2.64960673526656,0.759666936376371,3.48785317405711,0.000486915385392977,0.00447288205154718
"SNTG1",2.55484955382733,-1.68548096486236,0.483373703388366,-3.48691075465511,0.000488634385825995,0.0044838620517141
"FCRL3",52.3265837439034,-1.08384446299176,0.313171646311888,-3.46086395673368,0.000538444841969594,0.00479947476785286
"HMGA2",270.682185398711,1.00025943406265,0.289977311501119,3.44944033339931,0.000561749859020814,0.0049658455529238
"MUC16",1653.1515456139,1.26754185171705,0.368987011135792,3.43519368829645,0.000592130449208438,0.00517663173250314
"TMEM132D",58.1307938979023,-1.09271960448298,0.318192560344739,-3.43414567361065,0.000594424649006382,0.00519302717598789
"CGB7",53.7427892358877,1.13367051500461,0.330288962916051,3.43235966771541,0.00059835345355302,0.00522202150111537
"C9orf4",7.06355861371412,-1.31717516956378,0.383900086684607,-3.43103639527414,0.00060127992324632,0.00524488850012569
"FCRL1",42.4258060194405,-1.4542891106607,0.424274101609866,-3.42771124879539,0.000608692515462784,0.00528799692656989
"TNNT3",14.3545676351429,-1.20777502557183,0.353354548492753,-3.41802597624296,0.00063077086520089,0.00541659454605559
"ITGAD",6.579216966967,-1.00432042479803,0.294448908364551,-3.41084784581577,0.000647612196507379,0.00552519364264866
"SPRR1B",241.794323806024,1.34525116345502,0.394500220393075,3.41001371840713,0.000649596119223644,0.00553433317931816
"DSG3",384.704259821808,1.2231216631792,0.359145210356876,3.40564659616039,0.000660075645101583,0.00560916886901956
"CNR2",18.5932779899362,-1.34717176834593,0.395911768389128,-3.40270705724979,0.000667217771455859,0.00565302815469504
"CHRNA2",1.82636193495226,-1.33082080665183,0.392370576583434,-3.39174465690051,0.000694491289958705,0.00583577765594968
"TNFRSF13B",20.0276247891436,-1.15252399643229,0.342089176905564,-3.369074715715,0.000754209812943176,0.00622036005548631
"FFAR1",24.2879712033683,-1.18299702698512,0.352499579417905,-3.35602393891831,0.000790717240573928,0.00644735776683208
"DUSP27",39.634870669531,-1.43688216945858,0.429582716029944,-3.3448323590338,0.00082332318442562,0.00665252446766986
"ELF5",35.7771469519722,1.27868749583502,0.383924749261136,3.33056803005239,0.000866689827041298,0.0069401994394007
"SLCO1B3",101.05511864733,1.3291072371053,0.399767638011452,3.32469942718881,0.000885139042702747,0.00705597571145211
"CHGB",5823.54914313977,-1.04758467709317,0.31736534094439,-3.30087927678508,0.000963823445978608,0.00753930966902316
"GHRHR",3.83382435673683,-1.55029943380508,0.469775723148124,-3.30008418361002,0.000966558300905793,0.0075538009066225
"TTC24",3.12960188959081,-1.02618853013969,0.311771267179065,-3.29147884416912,0.000996621125282869,0.0077252800037205
"LMO1",23.9097845638188,-1.03838063612075,0.318140965907511,-3.2639010608355,0.00109889532434819,0.00828915622855248
"PADI3",42.5176842306258,1.169589744091,0.358439751610533,3.26300232838525,0.00110238614157984,0.00830305748860145
"KRT13",328.796192404739,1.23362685170334,0.378689381390609,3.2576219781322,0.00112349961416395,0.00841135368120353
"APOH",171.010809446445,-1.00420808199957,0.308439243259294,-3.25577274599706,0.00113084224300963,0.00845194750198775
"PLA2G2A",1170.21096746654,-1.247702636507,0.384239333016942,-3.24720175498532,0.0011654574093237,0.00863527789694927
"SHD",3.88722826214152,-1.05711761264024,0.326758521733298,-3.23516463176765,0.00121572610543576,0.00891897090975856
"C9orf135",5.8994966223809,-1.10639958143505,0.34250220049302,-3.23034298711781,0.00123641794851095,0.00903593023147803
"PRLHR",3.91136620268418,-1.10089000457947,0.340926527488988,-3.22911218639338,0.00124175172398945,0.00906717047755706
"IL1F5",2.66320108174133,1.46266049924458,0.454999643111138,3.21464098134975,0.00130607761630826,0.00942037364113155
"PLIN4",542.040626388911,-1.01831619327966,0.317069515731463,-3.21164963125028,0.00131975222655687,0.00948703500223902
"KRT4",83.1260562584443,1.19419946614677,0.373501729402284,3.19730639014136,0.00138717497961543,0.00985176158272708
"AMY1A",101.1338358992,1.33924816111461,0.41894466819539,3.19671847569618,0.00139000517561751,0.00986776891463461
"BCORL2",3.65456811332656,-1.40788288258576,0.440785183053521,-3.19403404813364,0.0014029956905573,0.00993226169208067
"SLCO1B7",2.64249709917876,1.59173075849456,0.499322450899984,3.18778127365513,0.00143368941799257,0.0100941874606442
"RPTN",2.8268427805305,1.5552025657848,0.488219771022859,3.18545593212362,0.00144526113407854,0.0101631237777523
"SSTR3",32.5410908753626,-1.01465304298076,0.321180882210849,-3.15913274786591,0.00158239395720892,0.0108772909390961
"DEFA6",3.78900772287143,-3.04443349331926,0.965605324425033,-3.15287562766088,0.00161670671989599,0.0110463148740245
"PMP2",21.6464741310729,-1.00857445071545,0.323477141174778,-3.11791568038653,0.00182134903458175,0.0121040851116215
"HEPACAM",4.25533762482821,-1.26664176265876,0.4114443277984,-3.07852527567081,0.00208027882100067,0.0132907072309245
"FAM83A-AS1",18.5660081290126,1.02144162508034,0.331913442756725,3.07743373271268,0.00208791255940164,0.0133152054952083
"CHGA",4724.20990701388,-1.00541035835479,0.32750097419699,-3.06994616067932,0.00214097361799041,0.0135326287415466
"GLTPD2",4.01053930433051,-1.30195019928565,0.429920341564897,-3.02835216995454,0.00245891349708924,0.0150264010744679
"CWH43",2.68036688221791,1.30688626372267,0.431686700539618,3.02739524309883,0.00246671195745635,0.0150424326467193
"ORM2",9.14295621801674,1.30401880944981,0.431228165518692,3.02396483745745,0.00249485433642773,0.0151326216091576
"MRAP",4.38283683385216,-2.09753623382657,0.694481288240026,-3.0202919349234,0.00252531148519733,0.0152579070434135
"TMEM196",20.5719424964482,-1.02435767643678,0.341333017494558,-3.00105065708478,0.00269049802038669,0.0160018748187153
"TUSC5",41.594123029386,-1.43448456812496,0.478498904627866,-2.99788474801333,0.00271860461569829,0.0161522091723115
"S100A2",1977.72666722116,1.09075752184497,0.367392744790783,2.96891415878698,0.00298854069609448,0.0173761569912482
"CRCT1",21.8288009511378,1.13601027423617,0.383911217958259,2.95904422975127,0.00308594806435887,0.0178266245498785
"UGT1A1",81.4462529707922,1.09453279443154,0.370387143500207,2.95510471580644,0.00312562942479018,0.0179863104203662
"FAM183A",2.95111201436737,-1.25950156932221,0.428938411347062,-2.93632264214063,0.00332128681360833,0.0188001302841043
"AGTR2",3.03227260262239,-1.28078008649815,0.438844818208261,-2.91852616997368,0.00351690353378065,0.019673289516147
"TNNT1",186.833923444985,1.00764814710751,0.34565234023881,2.91520707312823,0.00355452612273771,0.0198061017896641
"TCL1A",104.513382802876,-1.3478884769049,0.463543881558557,-2.90779046068507,0.00363992141184258,0.0201312578601358
"SLURP1",2.51778508061666,1.52133756778558,0.523852612999602,2.90413282292196,0.00368271888504366,0.0203033358895909
"CASP14",4.67442162775251,2.43665966284827,0.844481290397338,2.88539212242559,0.00390926413054675,0.0212502633991594
"TM4SF20",299.77649632884,1.31651439770462,0.458550640191171,2.87103382334339,0.00409131745674454,0.02196101216672
"CMA1",7.87572713649467,-1.16161776197569,0.405112985711695,-2.86739206825222,0.00413869944643314,0.0221528448331587
"SBK2",2.47869059906351,-1.08954425536653,0.381161529807294,-2.85848431744247,0.00425670149037895,0.0225407822453789
"CLCA2",20.9062537471239,-1.10497405311737,0.389198239614854,-2.83910341991997,0.00452404916164515,0.0235600041955139
"TTR",20112.9175882904,-1.11206257823599,0.392692541902615,-2.8318912624314,0.00462735818676443,0.0239017358165814
"GLYAT",1.43189377142764,-1.64213872007017,0.580064867771257,-2.83095703826995,0.0046408954206414,0.0239499856201455
"SPINK4",162.809292263045,-1.3319308894269,0.470945137561618,-2.82820817796983,0.00468093560879842,0.024098514861532
"C1orf158",2.34840665248291,-1.14006630172005,0.403477693758781,-2.82559933140104,0.00471922533772037,0.0242373411691019
"CGB5",223.381713065557,1.18204446189831,0.420658808110013,2.80998386128924,0.00495439842664419,0.0250766078212913
"REG3A",24197.2185028216,1.4028582736127,0.50242810406089,2.79215725050819,0.00523579044245892,0.0260670122264814
"KRT6A",1945.54057368569,1.10457731079327,0.396014608697078,2.78923374677371,0.00528329180836928,0.0262219726477412
"UGT2B11",3.24021552916179,-1.24768580061505,0.447597883818338,-2.78751496761194,0.00531140006129093,0.0263021650457415
"KLK5",29.5534096641114,1.38707445849532,0.498088169000573,2.78479703960551,0.00535612374496075,0.0264913075924214
"MS4A1",361.572803937729,-1.11649913706888,0.401132720542763,-2.78336590333038,0.00537980960883841,0.0265854198938355
"DEFA5",5.36427816807456,-2.61160462548004,0.94095549160655,-2.77548157035684,0.00551200232294701,0.0270823574679545
"MEP1B",8.01164234809217,-1.24315127269146,0.452631902962033,-2.74649503173827,0.00602357983367095,0.028834709950223
"HAO1",3.73701841146711,-1.22879209640542,0.447656533869802,-2.74494395464985,0.0060521232526105,0.0289228318321099
"CGB8",39.6086840004193,1.05873554439822,0.386113858803305,2.74202937879411,0.00610608799941371,0.0290995114984584
"PIP",9.37725896557555,-1.2206143013279,0.445652252144991,-2.73893892705109,0.00616378222524621,0.0293092038441796
"CEACAM8",2.57519391764114,-1.28797432473105,0.48061367535525,-2.67985367619644,0.00736543487662152,0.0333381817056279
"GLB1L3",2.29759233691165,-1.03210030261381,0.386387808289597,-2.67115131603803,0.00755915623441931,0.0340261388543538
"CPB1",60394.5988443138,1.56438321577649,0.590499720792664,2.6492530998601,0.0080669892185276,0.0356743430756323
"GJD2",72.5379900388812,-1.00416210428823,0.38247956109694,-2.62540069176067,0.00865470513762042,0.0374986123662638
"LCT",5.73124728318746,1.21438151212265,0.47099370420546,2.57833916096872,0.00992765041018215,0.0411800285788636
"REG3G",2792.82591035988,1.46664802447578,0.571118652857433,2.56802683144354,0.0102279238989505,0.0420385839946541
"UGT2B4",6.33646995696181,-1.21551562663639,0.477662269714851,-2.54471768800583,0.0109366118919135,0.0441356600106609
"STON1-GTF2A1L",9.47910144814676,1.00873529092612,0.397122314624017,2.5401123376337,0.01108168683505,0.0445845215405452
"KLK2",9.90325161189371,-1.30360903241575,0.513746649695357,-2.53745505335902,0.0111661705551364,0.0448086098935086
